COMPANYCODE,COMPANYNAME,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,TELEPHONE1,TELEPHONE2,WEBSITE,TEMPLATEGROUP,MEDIATYPE,URL
APL,Asian Paints Limited,Asian Paints House,"6A, Shantinagar,","Santacruz (East),",Mumbai 400055,T: (022) 6218 1000,F: (022) 6218 1111,www.asianpaints.com,APL,image/png,
